region,ds,y,calendar_ds
sicilia,2015-11-22,2.88,2019-12-01
sicilia,2015-11-29,3.13,2019-12-08
sicilia,2015-12-06,3.53,2019-12-15
sicilia,2015-12-13,3.53,2019-12-22
sicilia,2015-12-20,3.71,2019-12-29
sicilia,2015-12-27,4.73,2020-01-05
sicilia,2016-01-03,6.69,2020-01-12
sicilia,2016-01-10,7.78,2020-01-19
sicilia,2016-01-17,7.96,2020-01-26
sicilia,2016-01-24,8.43,2020-02-02
sicilia,2016-01-31,8.89,2020-02-09
sicilia,2016-02-07,9.05,2020-02-16
sicilia,2016-02-14,8.34,2020-02-23
sicilia,2016-02-21,7.73,2020-03-01
sicilia,2016-02-28,6.55,2020-03-08
sicilia,2016-03-06,1.66,2020-04-05
sicilia,2016-03-13,0.52,2020-04-26
sicilia,2016-03-20,2.24,2020-12-06
sicilia,2016-03-27,2.39,2020-12-13
sicilia,2016-04-03,2.26,2020-12-20
sicilia,2016-04-10,1.94,2020-12-27
sicilia,2016-04-17,1.87,2021-01-03
sicilia,2016-04-24,1.77,2021-01-10
sicilia,2016-05-01,1.24,2021-01-17
sicilia,2016-05-08,1.59,2021-01-24
sicilia,2016-05-15,1.03,2021-01-31
sicilia,2016-05-22,1.49,2021-02-07
sicilia,2016-05-29,1.06,2021-02-14
sicilia,2016-06-05,1.07,2021-02-21
sicilia,2016-06-12,1.24,2021-02-28
sicilia,2016-06-19,1.37,2021-03-07
sicilia,2016-06-26,1.04,2021-03-14
sicilia,2016-07-03,1.37,2021-03-21
sicilia,2016-07-10,0.96,2021-03-28
sicilia,2016-07-17,1.12,2021-04-04
sicilia,2016-07-24,0.84,2021-04-11
sicilia,2016-07-31,0.74,2021-04-18
sicilia,2016-08-07,0.54,2021-04-25
sicilia,2016-08-14,2.02,2021-11-07
sicilia,2016-08-21,3.32,2021-11-14
sicilia,2016-08-28,3.51,2021-11-21
sicilia,2016-09-04,4.99,2021-11-28
sicilia,2016-09-11,4.33,2021-12-05
sicilia,2016-09-18,4.28,2021-12-12
sicilia,2016-09-25,4.94,2021-12-19
sicilia,2016-10-02,5.09,2021-12-26
sicilia,2016-10-09,4.88,2022-01-02
sicilia,2016-10-16,4.6,2022-01-09
sicilia,2016-10-23,4.0,2022-01-16
sicilia,2016-10-30,4.21,2022-01-23
sicilia,2016-11-06,3.28,2022-01-30
sicilia,2016-11-13,2.95,2022-02-06
sicilia,2016-11-20,3.58,2022-02-13
sicilia,2016-11-27,3.01,2022-02-20
sicilia,2016-12-04,2.76,2022-02-27
sicilia,2016-12-11,3.36,2022-03-06
sicilia,2016-12-18,3.84,2022-03-13
sicilia,2016-12-25,4.99,2022-03-20
sicilia,2017-01-01,5.09,2022-03-27
sicilia,2017-01-08,5.35,2022-04-03
sicilia,2017-01-15,5.07,2022-04-10
sicilia,2017-01-22,4.33,2022-04-17
sicilia,2017-01-29,4.06,2022-04-24
sicilia,2017-02-05,2.67,2022-05-01
sicilia,2017-02-12,3.75,2022-10-30
sicilia,2017-02-19,4.03,2022-11-06
sicilia,2017-02-26,4.69,2022-11-13
sicilia,2017-03-05,8.74,2022-11-20
sicilia,2017-03-12,8.62,2022-11-27
sicilia,2017-03-19,12.17,2022-12-04
sicilia,2017-03-26,14.0,2022-12-11
sicilia,2017-04-02,13.6,2022-12-18
sicilia,2017-04-09,12.26,2022-12-25
sicilia,2017-04-16,12.15,2023-01-01
sicilia,2017-04-23,12.02,2023-01-08
sicilia,2017-04-30,10.92,2023-01-15
sicilia,2017-05-07,11.95,2023-01-22
sicilia,2017-05-14,9.62,2023-01-29
sicilia,2017-05-21,9.52,2023-02-05
sicilia,2017-05-28,8.15,2023-02-12
sicilia,2017-06-04,6.18,2023-02-19
sicilia,2017-06-11,8.19,2023-02-26
sicilia,2017-06-18,7.48,2023-03-05
sicilia,2017-06-25,7.22,2023-03-12
sicilia,2017-07-02,6.68,2023-03-19
sicilia,2017-07-09,6.05,2023-03-26
sicilia,2017-07-16,5.64,2023-04-02
sicilia,2017-07-23,4.35,2023-04-09
sicilia,2017-07-30,4.68,2023-04-16
sicilia,2017-08-06,4.81,2023-04-23
sicilia,2017-08-13,3.68,2023-04-30
sicilia,2017-08-20,5.43,2023-11-12
sicilia,2017-08-27,5.72,2023-11-19
sicilia,2017-09-03,6.74,2023-11-26
sicilia,2017-09-10,8.98,2023-12-03
sicilia,2017-09-17,11.15,2023-12-10
sicilia,2017-09-24,14.01,2023-12-17
sicilia,2017-10-01,15.25,2023-12-24
sicilia,2017-10-08,16.44,2023-12-31
sicilia,2017-10-15,18.96,2024-01-07
sicilia,2017-10-22,16.85,2024-01-14
sicilia,2017-10-29,13.55,2024-01-21
sicilia,2017-11-05,16.85,2024-01-28
sicilia,2017-11-12,9.04,2024-02-04
sicilia,2017-11-19,8.25,2024-02-11
sicilia,2017-11-26,9.28,2024-02-18
sicilia,2017-12-03,7.04,2024-02-25
sicilia,2017-12-10,6.85,2024-03-03
sicilia,2017-12-17,5.42,2024-03-10
sicilia,2017-12-24,4.59,2024-03-17
sicilia,2017-12-31,4.88,2024-03-24
sicilia,2018-01-07,4.27,2024-03-31
sicilia,2018-01-14,3.88,2024-04-07
sicilia,2018-01-21,3.59,2024-04-14
sicilia,2018-01-28,5.05,2024-04-21
sicilia,2018-02-04,3.56,2024-04-28
sicilia,2018-02-11,4.34435409750438,2024-10-20
sicilia,2018-02-18,4.18363810777012,2024-10-27
sicilia,2018-02-25,4.33267354376798,2024-11-03
sicilia,2018-03-04,5.34479406089675,2024-11-10
sicilia,2018-03-11,7.06490035848012,2024-11-17
sicilia,2018-03-18,7.70807053931565,2024-11-24
sicilia,2018-03-25,8.45411827818122,2024-12-01
sicilia,2018-04-01,9.57173085902187,2024-12-08
sicilia,2018-04-08,10.1926267372667,2024-12-15
sicilia,2018-04-15,10.4572154786803,2024-12-22
sicilia,2018-04-22,11.3350751532371,2024-12-29
sicilia,2018-04-29,13.1729269528417,2025-01-05
sicilia,2018-05-06,15.8651314809112,2025-01-12
sicilia,2018-05-13,14.812092071408,2025-01-19
sicilia,2018-05-20,15.885000149015,2025-01-26
sicilia,2018-05-27,14.9660742492127,2025-02-02
sicilia,2018-06-03,14.7425517330446,2025-02-09
sicilia,2018-06-10,14.4295034215829,2025-02-16
sicilia,2018-06-17,13.3870678131796,2025-02-23
sicilia,2018-06-24,12.2199389501826,2025-03-02
sicilia,2018-07-01,11.1675278814117,2025-03-09
sicilia,2018-07-08,10.0403008598847,2025-03-16
sicilia,2018-07-15,9.22065426555484,2025-03-23
sicilia,2018-07-22,8.42743295559236,2025-03-30
sicilia,2018-07-29,7.66156406159877,2025-04-06
sicilia,2018-08-05,7.07965527886935,2025-04-13
sicilia,2018-08-12,6.08599805627326,2025-04-20
sicilia,2018-08-19,4.16479867973933,2025-04-27
toscana,2012-01-08,3.71,2012-01-08
toscana,2012-01-15,5.16,2012-01-15
toscana,2012-01-22,6.75,2012-01-22
toscana,2012-01-29,6.71,2012-01-29
toscana,2012-02-05,7.49,2012-02-05
toscana,2012-02-12,6.64,2012-02-12
toscana,2012-02-19,5.98,2012-02-19
toscana,2012-02-26,4.74,2012-02-26
toscana,2012-03-04,4.74,2012-03-04
toscana,2012-03-11,4.74,2012-03-11
toscana,2012-03-18,2.09,2012-03-18
toscana,2012-03-25,0.83,2012-03-25
toscana,2012-04-01,0.74,2012-04-01
toscana,2012-04-08,0.49,2012-04-08
toscana,2012-04-15,0.52,2012-04-15
toscana,2012-04-22,0.52,2012-04-22
toscana,2012-04-29,0.39,2012-04-29
toscana,2012-05-06,0.69,2012-11-04
toscana,2012-05-13,0.61,2012-11-11
toscana,2012-05-20,0.77,2012-11-18
toscana,2012-05-27,0.87,2012-11-25
toscana,2012-06-03,0.81,2012-12-02
toscana,2012-06-10,1.1,2012-12-09
toscana,2012-06-17,1.38,2012-12-16
toscana,2012-06-24,2.08,2012-12-23
toscana,2012-07-01,2.08,2012-12-30
toscana,2012-07-08,2.35,2013-01-06
toscana,2012-07-15,3.25,2013-01-13
toscana,2012-07-22,4.25,2013-01-20
toscana,2012-07-29,5.89,2013-01-27
toscana,2012-08-05,8.45,2013-02-03
toscana,2012-08-12,8.12,2013-02-10
toscana,2012-08-19,8.93,2013-02-17
toscana,2012-08-26,8.69,2013-02-24
toscana,2012-09-02,6.76,2013-03-03
toscana,2012-09-09,5.92,2013-03-10
toscana,2012-09-16,4.73,2013-03-17
toscana,2012-09-23,2.95,2013-03-24
toscana,2012-09-30,2.35,2013-03-31
toscana,2012-10-07,1.17,2013-04-07
toscana,2012-10-14,0.84,2013-04-14
toscana,2012-10-21,0.38,2013-04-21
toscana,2012-10-28,0.3,2013-04-28
toscana,2012-11-04,0.5,2013-10-27
toscana,2012-11-11,0.4,2013-11-03
toscana,2012-11-18,0.49,2013-11-10
toscana,2012-11-25,0.65,2013-11-17
toscana,2012-12-02,0.94,2013-11-24
toscana,2012-12-09,1.05,2013-12-01
toscana,2012-12-16,1.17,2013-12-08
toscana,2012-12-23,1.15,2013-12-15
toscana,2012-12-30,1.95,2013-12-29
toscana,2013-01-06,2.13,2014-01-05
toscana,2013-01-13,2.64,2014-01-12
toscana,2013-01-20,3.89,2014-01-26
toscana,2013-01-27,4.54,2014-02-02
toscana,2013-02-03,4.6,2014-02-09
toscana,2013-02-10,4.36,2014-02-16
toscana,2013-02-17,3.9,2014-02-23
toscana,2013-02-24,3.66,2014-03-02
toscana,2013-03-03,3.5,2014-03-09
toscana,2013-03-10,3.87,2014-03-16
toscana,2013-03-17,2.53,2014-03-23
toscana,2013-03-24,1.73,2014-03-30
toscana,2013-03-31,1.5,2014-04-06
toscana,2013-04-07,1.02,2014-04-13
toscana,2013-04-14,0.69,2014-04-20
toscana,2013-04-21,0.21,2014-04-27
toscana,2013-04-28,0.34,2014-11-09
toscana,2013-05-05,0.57,2014-11-16
toscana,2013-05-12,0.58,2014-11-23
toscana,2013-05-19,0.99,2014-11-30
toscana,2013-05-26,0.79,2014-12-07
toscana,2013-06-02,1.22,2014-12-14
toscana,2013-06-09,1.31,2014-12-21
toscana,2013-06-16,1.31,2014-12-28
toscana,2013-06-23,2.0,2015-01-04
toscana,2013-06-30,4.77,2015-01-11
toscana,2013-07-07,7.37,2015-01-18
toscana,2013-07-14,7.37,2015-01-25
toscana,2013-07-21,9.4,2015-02-01
toscana,2013-07-28,10.25,2015-02-08
toscana,2013-08-04,8.87,2015-02-15
toscana,2013-08-11,5.49,2015-02-22
toscana,2013-08-18,5.3,2015-03-01
toscana,2013-08-25,3.22,2015-03-08
toscana,2013-09-01,3.29,2015-03-15
toscana,2013-09-08,2.41,2015-03-22
toscana,2013-09-15,2.18,2015-03-29
toscana,2013-09-22,1.58,2015-04-05
toscana,2013-09-29,0.83,2015-04-12
toscana,2013-10-06,0.7,2015-04-19
toscana,2013-10-13,0.34,2015-04-26
toscana,2013-10-20,0.6,2015-11-01
toscana,2013-10-27,0.54,2015-11-08
toscana,2013-11-03,0.71,2015-11-15
toscana,2013-11-10,0.59,2015-11-22
toscana,2013-11-17,0.89,2015-11-29
toscana,2013-11-24,0.91,2015-12-06
toscana,2013-12-01,1.03,2015-12-13
toscana,2013-12-08,1.21,2015-12-20
toscana,2013-12-15,0.75,2015-12-27
toscana,2013-12-22,0.93,2016-01-03
toscana,2013-12-29,1.85,2016-01-10
toscana,2014-01-05,1.95,2016-01-17
toscana,2014-01-12,2.75,2016-01-24
toscana,2014-01-19,2.86,2016-01-31
toscana,2014-01-26,3.09,2016-02-07
toscana,2014-02-02,3.33,2016-02-14
toscana,2014-02-09,3.71,2016-02-21
toscana,2014-02-16,3.5,2016-02-28
toscana,2014-02-23,3.03,2016-03-06
toscana,2014-03-02,4.13,2016-03-13
toscana,2014-03-09,3.97,2016-03-20
toscana,2014-03-16,3.23,2016-03-27
toscana,2014-03-23,2.12,2016-04-03
toscana,2014-03-30,1.31,2016-04-10
toscana,2014-04-06,0.95,2016-04-17
toscana,2014-04-13,0.49,2016-04-24
toscana,2014-04-20,0.63,2016-11-06
toscana,2014-04-27,1.37,2016-11-13
toscana,2014-05-04,1.36,2016-11-20
toscana,2014-05-11,1.47,2016-11-27
toscana,2014-05-18,1.89,2016-12-04
toscana,2014-05-25,2.56,2016-12-11
toscana,2014-06-01,4.27,2016-12-18
toscana,2014-06-08,8.21,2016-12-25
toscana,2014-06-15,12.03,2017-01-01
toscana,2014-06-22,8.07,2017-01-08
toscana,2014-06-29,7.77,2017-01-15
toscana,2014-07-06,6.18,2017-01-22
toscana,2014-07-13,4.25,2017-01-29
toscana,2014-07-20,3.47,2017-02-05
toscana,2014-07-27,3.09,2017-02-12
toscana,2014-08-03,2.32,2017-02-19
toscana,2014-08-10,1.87,2017-02-26
toscana,2014-08-17,2.02,2017-03-05
toscana,2014-08-24,1.38,2017-03-12
toscana,2014-08-31,1.24,2017-03-19
toscana,2014-09-07,1.0,2017-03-26
toscana,2014-09-14,0.67,2017-04-02
toscana,2014-09-21,0.59,2017-04-09
toscana,2014-09-28,0.6,2017-04-16
toscana,2014-10-05,0.26,2017-04-23
toscana,2014-10-12,0.29,2017-04-30
toscana,2014-10-19,2.07,2017-11-05
toscana,2014-10-26,2.0,2017-11-12
toscana,2014-11-02,1.39,2017-11-19
toscana,2014-11-09,2.85,2017-11-26
toscana,2014-11-16,3.13,2017-12-03
toscana,2014-11-23,3.1,2017-12-10
toscana,2014-11-30,5.2,2017-12-17
toscana,2014-12-07,7.56,2017-12-24
toscana,2014-12-14,10.78,2017-12-31
toscana,2014-12-21,13.37,2018-01-07
toscana,2014-12-28,12.57,2018-01-14
toscana,2015-01-04,11.45,2018-01-21
toscana,2015-01-11,10.71,2018-01-28
toscana,2015-01-18,8.27,2018-02-04
toscana,2015-01-25,6.79,2018-02-11
toscana,2015-02-01,5.78,2018-02-18
toscana,2015-02-08,5.49,2018-02-25
toscana,2015-02-15,4.32,2018-03-04
toscana,2015-02-22,2.82,2018-03-11
toscana,2015-03-01,2.67,2018-03-18
toscana,2015-03-08,1.36,2018-03-25
toscana,2015-03-15,0.73,2018-04-01
toscana,2015-03-22,0.85,2018-04-08
toscana,2015-03-29,0.85,2018-04-15
toscana,2015-04-05,0.61,2018-04-22
toscana,2015-04-12,0.65,2018-04-29
toscana,2015-04-19,1.34,2018-10-28
toscana,2015-04-26,1.47,2018-11-04
toscana,2015-05-03,2.2,2018-11-11
toscana,2015-05-10,2.62,2018-11-18
toscana,2015-05-17,3.57,2018-11-25
toscana,2015-05-24,3.53,2018-12-02
toscana,2015-05-31,3.06,2018-12-09
toscana,2015-06-07,4.22,2018-12-16
toscana,2015-06-14,4.27,2018-12-23
toscana,2015-06-21,4.97,2018-12-30
toscana,2015-06-28,5.92,2019-01-06
toscana,2015-07-05,7.56,2019-01-13
toscana,2015-07-12,8.83,2019-01-20
toscana,2015-07-19,12.48,2019-01-27
toscana,2015-07-26,13.92,2019-02-03
toscana,2015-08-02,12.9,2019-02-10
toscana,2015-08-09,12.93,2019-02-17
toscana,2015-08-16,10.15,2019-02-24
toscana,2015-08-23,8.04,2019-03-03
toscana,2015-08-30,6.18,2019-03-10
toscana,2015-09-06,4.56,2019-03-17
toscana,2015-09-13,4.04,2019-03-24
toscana,2015-09-20,2.55,2019-03-31
toscana,2015-09-27,2.09,2019-04-07
toscana,2015-10-04,1.6,2019-04-14
toscana,2015-10-11,0.92,2019-04-21
toscana,2015-10-18,0.73,2019-04-28
toscana,2015-10-25,1.49,2019-11-03
toscana,2015-11-01,2.11,2019-11-10
toscana,2015-11-08,2.76,2019-11-17
toscana,2015-11-15,3.1,2019-11-24
toscana,2015-11-22,2.83,2019-12-01
toscana,2015-11-29,2.89,2019-12-08
toscana,2015-12-06,3.91,2019-12-15
toscana,2015-12-13,4.51,2019-12-22
toscana,2015-12-20,3.5,2019-12-29
toscana,2015-12-27,4.35,2020-01-05
toscana,2016-01-03,5.59,2020-01-12
toscana,2016-01-10,7.11,2020-01-19
toscana,2016-01-17,9.15,2020-01-26
toscana,2016-01-24,9.23,2020-02-02
toscana,2016-01-31,8.24,2020-02-09
toscana,2016-02-07,8.8,2020-02-16
toscana,2016-02-14,7.33,2020-02-23
toscana,2016-02-21,7.19,2020-03-01
toscana,2016-02-28,6.29,2020-03-08
toscana,2016-03-06,0.56,2020-04-05
toscana,2016-03-13,0.32,2020-04-26
toscana,2016-03-20,1.66,2020-12-06
toscana,2016-03-27,1.5,2020-12-13
toscana,2016-04-03,1.93,2020-12-20
toscana,2016-04-10,1.37,2020-12-27
toscana,2016-04-17,1.21,2021-01-03
toscana,2016-04-24,1.29,2021-01-10
toscana,2016-05-01,1.61,2021-01-17
toscana,2016-05-08,1.19,2021-01-24
toscana,2016-05-15,1.76,2021-01-31
toscana,2016-05-22,2.48,2021-02-07
toscana,2016-05-29,2.1,2021-02-14
toscana,2016-06-05,1.68,2021-02-21
toscana,2016-06-12,2.22,2021-02-28
toscana,2016-06-19,2.29,2021-03-07
toscana,2016-06-26,1.81,2021-03-14
toscana,2016-07-03,1.33,2021-03-21
toscana,2016-07-10,1.19,2021-03-28
toscana,2016-07-17,0.98,2021-04-04
toscana,2016-07-24,0.6,2021-04-11
toscana,2016-07-31,0.86,2021-04-18
toscana,2016-08-07,1.29,2021-04-25
toscana,2016-08-14,2.49,2021-11-07
toscana,2016-08-21,2.97,2021-11-14
toscana,2016-08-28,2.92,2021-11-21
toscana,2016-09-04,3.51,2021-11-28
toscana,2016-09-11,2.84,2021-12-05
toscana,2016-09-18,3.39,2021-12-12
toscana,2016-09-25,4.03,2021-12-19
toscana,2016-10-02,5.68,2021-12-26
toscana,2016-10-09,6.25,2022-01-02
toscana,2016-10-16,5.68,2022-01-09
toscana,2016-10-23,3.8,2022-01-16
toscana,2016-10-30,3.4,2022-01-23
toscana,2016-11-06,3.85,2022-01-30
toscana,2016-11-13,2.5,2022-02-06
toscana,2016-11-20,2.15,2022-02-13
toscana,2016-11-27,2.18,2022-02-20
toscana,2016-12-04,2.88,2022-02-27
toscana,2016-12-11,2.32,2022-03-06
toscana,2016-12-18,3.04,2022-03-13
toscana,2016-12-25,3.93,2022-03-20
toscana,2017-01-01,4.72,2022-03-27
toscana,2017-01-08,5.29,2022-04-03
toscana,2017-01-15,4.66,2022-04-10
toscana,2017-01-22,3.25,2022-04-17
toscana,2017-01-29,2.68,2022-04-24
toscana,2017-02-05,1.95,2022-05-01
toscana,2017-02-12,5.07,2022-10-30
toscana,2017-02-19,4.02,2022-11-06
toscana,2017-02-26,4.75,2022-11-13
toscana,2017-03-05,9.66,2022-11-20
toscana,2017-03-12,13.2,2022-11-27
toscana,2017-03-19,17.33,2022-12-04
toscana,2017-03-26,19.51,2022-12-11
toscana,2017-04-02,20.95,2022-12-18
toscana,2017-04-09,14.68,2022-12-25
toscana,2017-04-16,13.23,2023-01-01
toscana,2017-04-23,9.7,2023-01-08
toscana,2017-04-30,10.22,2023-01-15
toscana,2017-05-07,11.65,2023-01-22
toscana,2017-05-14,10.3,2023-01-29
toscana,2017-05-21,10.81,2023-02-05
toscana,2017-05-28,10.3,2023-02-12
toscana,2017-06-04,10.85,2023-02-19
toscana,2017-06-11,12.68,2023-02-26
toscana,2017-06-18,11.76,2023-03-05
toscana,2017-06-25,9.06,2023-03-12
toscana,2017-07-02,8.03,2023-03-19
toscana,2017-07-09,6.41,2023-03-26
toscana,2017-07-16,5.25,2023-04-02
toscana,2017-07-23,5.34,2023-04-09
toscana,2017-07-30,5.3,2023-04-16
toscana,2017-08-06,4.89,2023-04-23
toscana,2017-08-13,3.23,2023-04-30
toscana,2017-08-20,4.87,2023-11-12
toscana,2017-08-27,5.71,2023-11-19
toscana,2017-09-03,8.79,2023-11-26
toscana,2017-09-10,10.72,2023-12-03
toscana,2017-09-17,10.97,2023-12-10
toscana,2017-09-24,16.66,2023-12-17
toscana,2017-10-01,19.43,2023-12-24
toscana,2017-10-08,19.94,2023-12-31
toscana,2017-10-15,19.45,2024-01-07
toscana,2017-10-22,13.35,2024-01-14
toscana,2017-10-29,10.77,2024-01-21
toscana,2017-11-05,10.31,2024-01-28
toscana,2017-11-12,9.47,2024-02-04
toscana,2017-11-19,6.95,2024-02-11
toscana,2017-11-26,7.19,2024-02-18
toscana,2017-12-03,6.72,2024-02-25
toscana,2017-12-10,5.5,2024-03-03
toscana,2017-12-17,5.93,2024-03-10
toscana,2017-12-24,5.18,2024-03-17
toscana,2017-12-31,5.06,2024-03-24
toscana,2018-01-07,4.97,2024-03-31
toscana,2018-01-14,4.22,2024-04-07
toscana,2018-01-21,3.78,2024-04-14
toscana,2018-01-28,3.83,2024-04-21
toscana,2018-02-04,3.02,2024-04-28
toscana,2018-02-11,4.31084298361186,2024-10-20
toscana,2018-02-18,3.89478307098444,2024-10-27
toscana,2018-02-25,3.66363867508032,2024-11-03
toscana,2018-03-04,5.10829114948108,2024-11-10
toscana,2018-03-11,6.04442595289277,2024-11-17
toscana,2018-03-18,6.24089868941128,2024-11-24
toscana,2018-03-25,6.44468313641246,2024-12-01
toscana,2018-04-01,7.37715560486774,2024-12-08
toscana,2018-04-08,8.08536254293505,2024-12-15
toscana,2018-04-15,9.6552212556509,2024-12-22
toscana,2018-04-22,10.9246550428014,2024-12-29
toscana,2018-04-29,12.6371719540945,2025-01-05
toscana,2018-05-06,15.6408936969711,2025-01-12
toscana,2018-05-13,15.6049926402834,2025-01-19
toscana,2018-05-20,17.2923423046085,2025-01-26
toscana,2018-05-27,15.8084319615141,2025-02-02
toscana,2018-06-03,13.03208357766,2025-02-09
toscana,2018-06-10,12.1106231226739,2025-02-16
toscana,2018-06-17,11.0575254598327,2025-02-23
toscana,2018-06-24,8.87364515184064,2025-03-02
toscana,2018-07-01,7.68967874231032,2025-03-09
toscana,2018-07-08,6.36513784779571,2025-03-16
toscana,2018-07-15,5.1357204923029,2025-03-23
toscana,2018-07-22,4.17971445252375,2025-03-30
toscana,2018-07-29,4.11656375257285,2025-04-06
toscana,2018-08-05,4.05216645691289,2025-04-13
toscana,2018-08-12,2.96442687747036,2025-04-20
toscana,2018-08-19,2.23739990579369,2025-04-27
umbria,2012-01-08,2.16,2012-01-08
umbria,2012-01-15,2.76,2012-01-15
umbria,2012-01-22,2.96,2012-01-22
umbria,2012-01-29,4.69,2012-01-29
umbria,2012-02-05,8.93,2012-02-05
umbria,2012-02-12,8.07,2012-02-12
umbria,2012-02-19,7.21,2012-02-19
umbria,2012-02-26,5.73,2012-02-26
umbria,2012-03-04,5.73,2012-03-04
umbria,2012-03-11,5.73,2012-03-11
umbria,2012-03-18,2.62,2012-03-18
umbria,2012-03-25,1.35,2012-03-25
umbria,2012-04-01,0.94,2012-04-01
umbria,2012-04-08,0.82,2012-04-08
umbria,2012-04-15,0.76,2012-04-15
umbria,2012-04-22,0.76,2012-04-22
umbria,2012-04-29,0.0,2012-04-29
umbria,2012-05-06,0.0,2012-11-04
umbria,2012-05-13,0.34,2012-11-11
umbria,2012-05-20,0.52,2012-11-18
umbria,2012-05-27,0.83,2012-11-25
umbria,2012-06-03,0.97,2012-12-02
umbria,2012-06-10,0.7,2012-12-09
umbria,2012-06-17,0.91,2012-12-16
umbria,2012-06-24,1.61,2012-12-23
umbria,2012-07-01,1.61,2012-12-30
umbria,2012-07-08,2.7,2013-01-06
umbria,2012-07-15,3.95,2013-01-13
umbria,2012-07-22,5.12,2013-01-20
umbria,2012-07-29,6.72,2013-01-27
umbria,2012-08-05,11.19,2013-02-03
umbria,2012-08-12,8.16,2013-02-10
umbria,2012-08-19,8.58,2013-02-17
umbria,2012-08-26,9.12,2013-02-24
umbria,2012-09-02,8.56,2013-03-03
umbria,2012-09-09,5.46,2013-03-10
umbria,2012-09-16,4.35,2013-03-17
umbria,2012-09-23,2.68,2013-03-24
umbria,2012-09-30,1.5,2013-03-31
umbria,2012-10-07,0.78,2013-04-07
umbria,2012-10-14,0.79,2013-04-14
umbria,2012-10-21,0.27,2013-04-21
umbria,2012-10-28,0.21,2013-04-28
umbria,2012-11-04,0.0,2013-10-27
umbria,2012-11-11,0.16,2013-11-03
umbria,2012-11-18,0.41,2013-11-10
umbria,2012-11-25,0.53,2013-11-17
umbria,2012-12-02,0.84,2013-11-24
umbria,2012-12-09,1.33,2013-12-01
umbria,2012-12-16,0.73,2013-12-08
umbria,2012-12-23,1.42,2013-12-15
umbria,2012-12-30,1.33,2013-12-29
umbria,2013-01-06,3.06,2014-01-05
umbria,2013-01-13,2.9,2014-01-12
umbria,2013-01-20,5.05,2014-01-26
umbria,2013-01-27,6.07,2014-02-02
umbria,2013-02-03,6.76,2014-02-09
umbria,2013-02-10,6.41,2014-02-16
umbria,2013-02-17,4.78,2014-02-23
umbria,2013-02-24,5.15,2014-03-02
umbria,2013-03-03,3.43,2014-03-09
umbria,2013-03-10,3.92,2014-03-16
umbria,2013-03-17,2.91,2014-03-23
umbria,2013-03-24,1.56,2014-03-30
umbria,2013-03-31,0.82,2014-04-06
umbria,2013-04-07,0.65,2014-04-13
umbria,2013-04-14,0.11,2014-04-20
umbria,2013-04-21,0.0,2014-04-27
umbria,2013-04-28,0.37,2014-11-09
umbria,2013-05-05,0.74,2014-11-16
umbria,2013-05-12,1.47,2014-11-23
umbria,2013-05-19,2.65,2014-11-30
umbria,2013-05-26,1.85,2014-12-07
umbria,2013-06-02,1.29,2014-12-14
umbria,2013-06-09,1.94,2014-12-21
umbria,2013-06-16,1.94,2014-12-28
umbria,2013-06-23,2.56,2015-01-04
umbria,2013-06-30,5.81,2015-01-11
umbria,2013-07-07,6.76,2015-01-18
umbria,2013-07-14,6.76,2015-01-25
umbria,2013-07-21,11.24,2015-02-01
umbria,2013-07-28,9.5,2015-02-08
umbria,2013-08-04,8.5,2015-02-15
umbria,2013-08-11,7.0,2015-02-22
umbria,2013-08-18,5.94,2015-03-01
umbria,2013-08-25,4.49,2015-03-08
umbria,2013-09-01,3.12,2015-03-15
umbria,2013-09-08,3.13,2015-03-22
umbria,2013-09-15,2.75,2015-03-29
umbria,2013-09-22,1.93,2015-04-05
umbria,2013-09-29,1.56,2015-04-12
umbria,2013-10-06,0.73,2015-04-19
umbria,2013-10-13,0.0,2015-04-26
umbria,2013-10-20,0.0,2015-11-01
umbria,2013-10-27,0.0,2015-11-08
umbria,2013-11-03,0.0,2015-11-15
umbria,2013-11-10,0.56,2015-11-22
umbria,2013-11-17,1.37,2015-11-29
umbria,2013-11-24,2.77,2015-12-06
umbria,2013-12-01,1.5,2015-12-13
umbria,2013-12-08,2.24,2015-12-20
umbria,2013-12-15,1.43,2015-12-27
umbria,2013-12-22,1.7,2016-01-03
umbria,2013-12-29,1.87,2016-01-10
umbria,2014-01-05,2.1,2016-01-17
umbria,2014-01-12,2.39,2016-01-24
umbria,2014-01-19,4.54,2016-01-31
umbria,2014-01-26,4.78,2016-02-07
umbria,2014-02-02,5.96,2016-02-14
umbria,2014-02-09,5.87,2016-02-21
umbria,2014-02-16,4.05,2016-02-28
umbria,2014-02-23,5.07,2016-03-06
umbria,2014-03-02,5.65,2016-03-13
umbria,2014-03-09,6.17,2016-03-20
umbria,2014-03-16,4.14,2016-03-27
umbria,2014-03-23,3.99,2016-04-03
umbria,2014-03-30,3.17,2016-04-10
umbria,2014-04-06,2.12,2016-04-17
umbria,2014-04-13,0.67,2016-04-24
umbria,2014-04-20,0.31,2016-11-06
umbria,2014-04-27,0.26,2016-11-13
umbria,2014-05-04,1.41,2016-11-20
umbria,2014-05-11,2.39,2016-11-27
umbria,2014-05-18,3.27,2016-12-04
umbria,2014-05-25,2.94,2016-12-11
umbria,2014-06-01,5.3,2016-12-18
umbria,2014-06-08,8.2,2016-12-25
umbria,2014-06-15,9.63,2017-01-01
umbria,2014-06-22,9.04,2017-01-08
