model,horizon,MAE,RMSE,sMAPE,MASE,WIS,CRPS,PinballLoss,Coverage95,Coverage95_Dist,origin
ARIMA,1,0.5041979901309372,0.5041979901309372,12.155497190774813,0.2888113624896314,0.27759608733821545,0.313722687509691,0.13879804366910775,1.0,0.050000000000000044,2007-09-16 00:00:00
ARIMA,1,0.8605923337201524,0.8605923337201524,8.623425585660726,0.49295881640722544,0.5524028724950975,0.624401282953815,0.2762014362475486,0.0,0.95,2007-10-14 00:00:00
ARIMA,1,0.2143296358757416,0.2143296358757416,4.011533737655343,0.12277088637958321,0.12843786981728905,0.14209171151005928,0.06421893490864453,1.0,0.050000000000000044,2007-11-11 00:00:00
ARIMA,1,0.6528185103898999,0.6528185103898999,50.078486134659386,0.37394318726894465,0.3827874577812806,0.4346197405803469,0.1913937288906403,1.0,0.050000000000000044,2007-12-09 00:00:00
ARIMA,1,0.018927708965138845,0.018927708965138845,2.8655069209440214,0.010842045232289271,0.09192597207345202,0.100149402925879,0.045962986036726015,1.0,0.050000000000000044,2008-01-06 00:00:00
ARIMA,1,0.18376149806233966,0.18376149806233966,29.549314454358385,0.10526104757922078,0.11803063521150749,0.13022140035750404,0.05901531760575374,1.0,0.050000000000000044,2008-02-03 00:00:00
ARIMA,1,0.15321428510399926,0.15321428510399926,11.211289648163786,0.08776319481612647,0.10897022495412621,0.1198477461222754,0.05448511247706311,1.0,0.050000000000000044,2008-03-02 00:00:00
ARIMA,1,0.3823214373362669,0.3823214373362669,13.280402272383531,0.21899884050986868,0.2032385763481081,0.22829676746871141,0.10161928817405405,1.0,0.050000000000000044,2008-03-30 00:00:00
ARIMA,1,0.5044851351624704,0.5044851351624704,5.860819605144367,0.2889758430100073,0.2767590934372652,0.3126499217728517,0.1383795467186326,1.0,0.050000000000000044,2008-04-27 00:00:00
ARIMA,1,0.3354287286074591,0.3354287286074591,6.008806257826352,0.1921380688211927,0.17883775292436485,0.20000390207961127,0.08941887646218241,1.0,0.050000000000000044,2008-05-25 00:00:00
ARIMA,1,0.3087600191433102,0.3087600191433102,18.77668284375089,0.17686187481220678,0.1664476351779499,0.18564325158662587,0.08322381758897496,1.0,0.050000000000000044,2008-06-22 00:00:00
ARIMA,1,0.3733649034810492,0.3733649034810492,43.5826487075208,0.21386841794464156,0.19745979899108432,0.22134872930846147,0.09872989949554217,1.0,0.050000000000000044,2008-07-20 00:00:00
ARIMA,1,0.3195228771013323,0.3195228771013323,47.706968289002354,0.18302698401926945,0.17134078037086178,0.19134852431662566,0.0856703901854309,1.0,0.050000000000000044,2008-08-17 00:00:00
ARIMA,1,0.019996268781306004,0.019996268781306004,1.8515095669668098,0.011454130608370921,0.09345340184553592,0.10181547497621324,0.04672670092276796,1.0,0.050000000000000044,2008-09-14 00:00:00
ARIMA,1,0.23448430574705403,0.23448430574705403,8.758427230625301,0.13431575125409573,0.13531654557821965,0.15000029280352914,0.06765827278910982,1.0,0.050000000000000044,2008-10-12 00:00:00
ARIMA,1,0.8010627472786274,0.8010627472786274,10.205311791277657,0.4588594718934636,0.49891808663869375,0.5659189362845247,0.24945904331934682,1.0,0.050000000000000044,2008-11-09 00:00:00
ARIMA,1,0.5271214434383822,0.5271214434383822,5.878826890795054,0.3019422236042727,0.2912206813787767,0.32924833287620847,0.14561034068938833,1.0,0.050000000000000044,2008-12-07 00:00:00
ARIMA,1,0.09839095755037475,0.09839095755037475,3.1426732931854486,0.05635965843379034,0.1008436722256352,0.11030306948559575,0.05042183611281762,1.0,0.050000000000000044,2009-01-04 00:00:00
