model,season,horizon,true_peak_date,pred_peak_date,peak_timing_error_weeks,true_peak_val,pred_peak_val,peak_intensity_error_abs,peak_intensity_error_rel,region
Ridge,2019-2020,latest,2020-02-02,2020-01-12,-3.0,16.61,15.695487669405727,0.9145123305942722,-0.05505793682084721,molise
Ridge,2020-2021,latest,2020-12-06,2021-04-04,17.0,1.21,3.231594227004014,2.021594227004014,1.67073903058183,molise
Ridge,2021-2022,latest,2021-11-28,2022-04-24,21.0,1.92,6.262922494147976,4.3429224941479765,2.2619387990354043,molise
Ridge,2022-2023,latest,2023-01-08,2023-01-15,1.0,6.51,5.852439599988187,0.6575604000118132,-0.10100774193729849,molise
Ridge,2023-2024,latest,2024-01-07,2024-01-07,0.0,12.33,6.282404224538528,6.047595775461472,-0.4904781650820334,molise
Ridge,2024-2025,latest,2025-01-12,2025-01-05,-1.0,9.57880434782609,4.839278034716436,4.739526313109653,-0.49479310162392964,molise
SARIMA,2017-2018,latest,2018-01-28,2018-01-28,0.0,43.19,8.590254444435802,34.5997455555642,-0.8011054770910905,molise
SARIMA,2018-2019,latest,2019-01-27,2019-03-03,5.0,6.23,5.200475038806708,1.0295249611932924,-0.165252802759758,molise
SARIMA,2019-2020,latest,2020-02-02,2020-02-16,2.0,16.61,9.779806278142036,6.830193721857963,-0.4112097364152898,molise
SARIMA,2020-2021,latest,2020-12-06,2021-01-10,5.0,1.21,2.708925937375772,1.498925937375772,1.238781766426258,molise
SARIMA,2021-2022,latest,2021-11-28,2022-04-24,21.0,1.92,3.5276370712730327,1.6076370712730328,0.8373109746213713,molise
SARIMA,2022-2023,latest,2023-01-08,2023-01-15,1.0,6.51,5.4159054212199305,1.0940945787800693,-0.16806368337635474,molise
SARIMA,2023-2024,latest,2024-01-07,2024-01-07,0.0,12.33,6.792531529669821,5.537468470330179,-0.4491053098402416,molise
SARIMA,2024-2025,latest,2025-01-12,2025-01-05,-1.0,9.57880434782609,4.357372314912719,5.221432032913371,-0.5451026916630127,molise
SeasonalNaive,2017-2018,latest,2018-01-28,2018-04-01,9.0,43.19,2.09,41.099999999999994,-0.9516091687890714,molise
SeasonalNaive,2018-2019,latest,2019-01-27,2019-01-06,-3.0,6.23,4.22,2.0100000000000007,-0.32263242375601936,molise
SeasonalNaive,2019-2020,latest,2020-02-02,2020-01-12,-3.0,16.61,19.33,2.719999999999999,0.16375677302829614,molise
SeasonalNaive,2020-2021,latest,2020-12-06,2021-04-04,17.0,1.21,6.23,5.0200000000000005,4.148760330578513,molise
SeasonalNaive,2021-2022,latest,2021-11-28,2022-04-24,21.0,1.92,15.83,13.91,7.244791666666667,molise
SeasonalNaive,2022-2023,latest,2023-01-08,2022-11-13,-8.0,6.51,6.24,0.2699999999999996,-0.04147465437788012,molise
SeasonalNaive,2023-2024,latest,2024-01-07,2023-12-03,-5.0,12.33,1.74,10.59,-0.8588807785888077,molise
SeasonalNaive,2024-2025,latest,2025-01-12,2025-01-26,2.0,9.57880434782609,6.51,3.06880434782609,-0.3203744680851066,molise
TiRex,2017-2018,latest,2018-01-28,2018-01-28,0.0,43.19,6.713955879211426,36.47604412078857,-0.8445483704743824,molise
TiRex,2018-2019,latest,2019-01-27,2019-03-03,5.0,6.23,2.700345754623413,3.5296542453765873,-0.5665576637843639,molise
TiRex,2019-2020,latest,2020-02-02,2020-02-16,2.0,16.61,14.007734298706056,2.602265701293943,-0.15666861536989424,molise
TiRex,2020-2021,latest,2020-12-06,2020-12-13,1.0,1.21,4.125251770019531,2.9152517700195313,2.409298983487216,molise
TiRex,2021-2022,latest,2021-11-28,2021-12-12,2.0,1.92,1.493992567062378,0.426007432937622,-0.22187887132167813,molise
TiRex,2022-2023,latest,2023-01-08,2023-01-15,1.0,6.51,5.840961456298828,0.6690385437011717,-0.10277089764994957,molise
TiRex,2023-2024,latest,2024-01-07,2024-01-07,0.0,12.33,8.935311317443848,3.3946886825561524,-0.275319438974546,molise
